vehicle_id,vehicle_type,make_id,model_year,vehicle_desc,color,date_stolen,location_id,year_stolen,month_stolen,month_name,day_of_week,make_name,make_type,region,country,population,density,vehicle_age,quarter,age_group,is_luxury,is_twowheeler,theft_per_100k,day_order,month_order,quarter_order,age_group_order
934,Moped,617,2019,ROMA,Black,2021-10-08,109,2021,10,Oct,Friday,TNT Motor,Standard,Wellington,New Zealand,543500.0,67.52,2,Q4,0-5 years,0,1,76.72,5,1,4,1
935,Trailer,623,2003,TAMDEM,Yellow,2021-11-14,102,2021,11,Nov,Sunday,Trailer,Standard,Auckland,New Zealand,1695200.0,343.09,18,Q4,11-20 years,0,0,96.15,7,2,4,3
936,Roadbike,636,2015,YZF,Blue,2021-10-25,108,2021,10,Oct,Monday,Yamaha,Standard,Manawatū-Whanganui,New Zealand,258200.0,11.62,6,Q4,6-10 years,0,1,53.83,1,1,4,2
937,Moped,636,2015,YW50,Red,2021-10-12,102,2021,10,Oct,Tuesday,Yamaha,Standard,Auckland,New Zealand,1695200.0,343.09,6,Q4,6-10 years,0,1,96.15,2,1,4,2
938,Roadbike,550,2015,NBC,Red,2022-02-02,102,2022,2,Feb,Wednesday,Honda,Standard,Auckland,New Zealand,1695200.0,343.09,7,Q1,6-10 years,0,1,96.15,3,5,1,2
939,Roadbike,611,2015,GW250,Black,2022-03-11,102,2022,3,Mar,Friday,Suzuki,Standard,Auckland,New Zealand,1695200.0,343.09,7,Q1,6-10 years,0,1,96.15,5,6,1,2
940,Moped,611,2015,UZ50,White,2022-03-29,102,2022,3,Mar,Tuesday,Suzuki,Standard,Auckland,New Zealand,1695200.0,343.09,7,Q1,6-10 years,0,1,96.15,2,6,1,2
941,Roadbike,611,2006,GN250,Black,2021-11-05,109,2021,11,Nov,Friday,Suzuki,Standard,Wellington,New Zealand,543500.0,67.52,15,Q4,11-20 years,0,1,76.72,5,2,4,3
942,Roadbike,629,1974,150,Blue,2022-03-27,102,2022,3,Mar,Sunday,Vespa,Standard,Auckland,New Zealand,1695200.0,343.09,48,Q1,20+ years,0,1,96.15,7,6,1,4
943,Moped,617,2016,ROMA,Red,2022-01-01,102,2022,1,Jan,Saturday,TNT Motor,Standard,Auckland,New Zealand,1695200.0,343.09,6,Q1,6-10 years,0,1,96.15,6,4,1,2
944,Roadbike,565,2016,RC,Black,2021-11-30,102,2021,11,Nov,Tuesday,KTM,Standard,Auckland,New Zealand,1695200.0,343.09,5,Q4,0-5 years,0,1,96.15,2,2,4,1
945,Roadbike,554,2010,GT250,White,2022-02-18,106,2022,2,Feb,Friday,Hyosung,Standard,Hawke's Bay,New Zealand,182700.0,12.92,12,Q1,11-20 years,0,1,54.73,5,5,1,3
946,Roadbike,512,2018,G310,Black,2022-01-13,102,2022,1,Jan,Thursday,BMW,Luxury,Auckland,New Zealand,1695200.0,343.09,4,Q1,0-5 years,1,1,96.15,4,4,1,1
947,Roadbike,636,2017,WR250,Blue,2022-03-21,111,2022,3,Mar,Monday,Yamaha,Standard,Nelson,New Zealand,54500.0,129.15,5,Q1,0-5 years,0,1,168.81,1,6,1,1
948,Moped,541,2018,CICLONE,Red,2021-10-23,102,2021,10,Oct,Saturday,Forza,Standard,Auckland,New Zealand,1695200.0,343.09,3,Q4,0-5 years,0,1,96.15,6,1,4,1
949,Roadbike,611,2019,GSX150,Red,2022-03-26,106,2022,3,Mar,Saturday,Suzuki,Standard,Hawke's Bay,New Zealand,182700.0,12.92,3,Q1,0-5 years,0,1,54.73,6,6,1,1
950,Moped,550,2015,TODAY,Blue,2022-02-12,102,2022,2,Feb,Saturday,Honda,Standard,Auckland,New Zealand,1695200.0,343.09,7,Q1,6-10 years,0,1,96.15,6,5,1,2
951,Moped,611,2007,AZ50,Black,2021-12-16,102,2021,12,Dec,Thursday,Suzuki,Standard,Auckland,New Zealand,1695200.0,343.09,14,Q4,11-20 years,0,1,96.15,4,3,4,3
952,Roadbike,536,2004,620 DARK,Black,2021-11-28,102,2021,11,Nov,Sunday,Ducati,Standard,Auckland,New Zealand,1695200.0,343.09,17,Q4,11-20 years,0,1,96.15,7,2,4,3
953,Roadbike,561,2019,EX,Black,2021-12-05,104,2021,12,Dec,Sunday,Kawasaki,Standard,Bay of Plenty,New Zealand,347700.0,28.8,2,Q4,0-5 years,0,1,127.98,7,3,4,1
954,Roadbike,561,2019,EX,Green,2021-12-09,102,2021,12,Dec,Thursday,Kawasaki,Standard,Auckland,New Zealand,1695200.0,343.09,2,Q4,0-5 years,0,1,96.15,4,3,4,1
955,Roadbike,545,2003,V-ROD,Silver,2021-10-16,102,2021,10,Oct,Saturday,Harley Davidson,Standard,Auckland,New Zealand,1695200.0,343.09,18,Q4,11-20 years,0,1,96.15,6,1,4,3
956,Roadbike,505,2015,SR,Black,2022-02-28,102,2022,2,Feb,Monday,Aprilia,Standard,Auckland,New Zealand,1695200.0,343.09,7,Q1,6-10 years,0,1,96.15,1,5,1,2
957,Roadbike,561,2019,EX,Green,2021-11-22,102,2021,11,Nov,Monday,Kawasaki,Standard,Auckland,New Zealand,1695200.0,343.09,2,Q4,0-5 years,0,1,96.15,1,2,4,1
958,Moped,541,2019,CICLONE,Black,2022-02-26,114,2022,2,Feb,Saturday,Forza,Standard,Canterbury,New Zealand,655000.0,14.72,3,Q1,0-5 years,0,1,100.76,6,5,1,1
959,Moped,585,2016,PANTERA,Red,2021-10-08,102,2021,10,Oct,Friday,Moped,Standard,Auckland,New Zealand,1695200.0,343.09,5,Q4,0-5 years,0,1,96.15,5,1,4,1
960,Moped,538,2017,LINTEX,Blue,2022-03-11,114,2022,3,Mar,Friday,Factory Built,Standard,Canterbury,New Zealand,655000.0,14.72,5,Q1,0-5 years,0,1,100.76,5,6,1,1
961,Moped,636,2009,JOG,Black,2022-01-12,107,2022,1,Jan,Wednesday,Yamaha,Standard,Taranaki,New Zealand,127300.0,17.55,13,Q1,11-20 years,0,1,87.98,3,4,1,3
962,Moped,502,2009,SF50,Red,2021-11-22,104,2021,11,Nov,Monday,ADLY,Standard,Bay of Plenty,New Zealand,347700.0,28.8,12,Q4,11-20 years,0,1,127.98,1,2,4,3
963,Moped,550,2002,APE,White,2022-01-17,102,2022,1,Jan,Monday,Honda,Standard,Auckland,New Zealand,1695200.0,343.09,20,Q1,11-20 years,0,1,96.15,1,4,1,3
964,Roadbike,611,2017,DR200,Black,2022-02-28,104,2022,2,Feb,Monday,Suzuki,Standard,Bay of Plenty,New Zealand,347700.0,28.8,5,Q1,0-5 years,0,1,127.98,1,5,1,1
965,Roadbike,512,2017,G310,Blue,2022-03-30,102,2022,3,Mar,Wednesday,BMW,Luxury,Auckland,New Zealand,1695200.0,343.09,5,Q1,0-5 years,1,1,96.15,3,6,1,1
966,Moped,611,2007,LETS,Grey,2022-02-06,109,2022,2,Feb,Sunday,Suzuki,Standard,Wellington,New Zealand,543500.0,67.52,15,Q1,11-20 years,0,1,76.72,7,5,1,3
967,Moped,615,2017,TAPO,White,2022-04-04,102,2022,4,Apr,Monday,TGB,Standard,Auckland,New Zealand,1695200.0,343.09,5,Q2,0-5 years,0,1,96.15,1,7,2,1
968,Roadbike,611,2018,GN125H,Black,2022-01-29,114,2022,1,Jan,Saturday,Suzuki,Standard,Canterbury,New Zealand,655000.0,14.72,4,Q1,0-5 years,0,1,100.76,6,4,1,1
969,Roadbike,550,2018,GLC,Black,2022-03-04,102,2022,3,Mar,Friday,Honda,Standard,Auckland,New Zealand,1695200.0,343.09,4,Q1,0-5 years,0,1,96.15,5,6,1,1
970,Roadbike,565,2006,SUPERDUKE,Orange,2022-03-24,102,2022,3,Mar,Thursday,KTM,Standard,Auckland,New Zealand,1695200.0,343.09,16,Q1,11-20 years,0,1,96.15,4,6,1,3
971,Moped,617,2019,OTTO,Black,2022-03-28,102,2022,3,Mar,Monday,TNT Motor,Standard,Auckland,New Zealand,1695200.0,343.09,3,Q1,0-5 years,0,1,96.15,1,6,1,1
972,Roadbike,561,2019,EX,Green,2022-03-30,102,2022,3,Mar,Wednesday,Kawasaki,Standard,Auckland,New Zealand,1695200.0,343.09,3,Q1,0-5 years,0,1,96.15,3,6,1,1
973,Roadbike,553,2019,401,Silver,2022-02-10,109,2022,2,Feb,Thursday,Husqvarna,Standard,Wellington,New Zealand,543500.0,67.52,3,Q1,0-5 years,0,1,76.72,4,5,1,1
974,Roadbike,625,2010,SPEEDMASTER,Black,2021-11-17,102,2021,11,Nov,Wednesday,Triumph,Standard,Auckland,New Zealand,1695200.0,343.09,11,Q4,11-20 years,0,1,96.15,3,2,4,3
975,Roadbike,561,2014,ER,White,2022-03-20,102,2022,3,Mar,Sunday,Kawasaki,Standard,Auckland,New Zealand,1695200.0,343.09,8,Q1,6-10 years,0,1,96.15,7,6,1,2
976,Roadbike,545,2019,STREET,Black,2022-03-17,102,2022,3,Mar,Thursday,Harley Davidson,Standard,Auckland,New Zealand,1695200.0,343.09,3,Q1,0-5 years,0,1,96.15,4,6,1,1
977,Moped,541,2019,CICLONE,Black,2022-02-08,102,2022,2,Feb,Tuesday,Forza,Standard,Auckland,New Zealand,1695200.0,343.09,3,Q1,0-5 years,0,1,96.15,2,5,1,1
978,Moped,538,2020,ARIIC,Red,2021-11-16,114,2021,11,Nov,Tuesday,Factory Built,Standard,Canterbury,New Zealand,655000.0,14.72,1,Q4,0-5 years,0,1,100.76,2,2,4,1
979,Roadbike,611,2013,GW250,Black,2021-10-29,102,2021,10,Oct,Friday,Suzuki,Standard,Auckland,New Zealand,1695200.0,343.09,8,Q4,6-10 years,0,1,96.15,5,1,4,2
980,Roadbike,505,2015,TUONO,Black,2022-02-05,109,2022,2,Feb,Saturday,Aprilia,Standard,Wellington,New Zealand,543500.0,67.52,7,Q1,6-10 years,0,1,76.72,6,5,1,2
981,Moped,538,2015,MOTUS,Black,2022-01-27,114,2022,1,Jan,Thursday,Factory Built,Standard,Canterbury,New Zealand,655000.0,14.72,7,Q1,6-10 years,0,1,100.76,4,4,1,2
982,Moped,617,2016,ROMA,Black,2022-02-23,102,2022,2,Feb,Wednesday,TNT Motor,Standard,Auckland,New Zealand,1695200.0,343.09,6,Q1,6-10 years,0,1,96.15,3,5,1,2
983,Roadbike,636,2016,YZF,Red,2021-10-22,102,2021,10,Oct,Friday,Yamaha,Standard,Auckland,New Zealand,1695200.0,343.09,5,Q4,0-5 years,0,1,96.15,5,1,4,1
984,Roadbike,565,2016,200,White,2021-11-02,114,2021,11,Nov,Tuesday,KTM,Standard,Canterbury,New Zealand,655000.0,14.72,5,Q4,0-5 years,0,1,100.76,2,2,4,1
985,Roadbike,545,2007,FXD,Black,2021-11-16,102,2021,11,Nov,Tuesday,Harley Davidson,Standard,Auckland,New Zealand,1695200.0,343.09,14,Q4,11-20 years,0,1,96.15,2,2,4,3
986,Roadbike,554,2008,GT,Black,2022-02-24,108,2022,2,Feb,Thursday,Hyosung,Standard,Manawatū-Whanganui,New Zealand,258200.0,11.62,14,Q1,11-20 years,0,1,53.83,4,5,1,3
987,Moped,550,1989,DJ-1,Black,2022-01-04,104,2022,1,Jan,Tuesday,Honda,Standard,Bay of Plenty,New Zealand,347700.0,28.8,33,Q1,20+ years,0,1,127.98,2,4,1,4
988,Roadbike,636,2017,MT-07,Blue,2022-03-13,102,2022,3,Mar,Sunday,Yamaha,Standard,Auckland,New Zealand,1695200.0,343.09,5,Q1,0-5 years,0,1,96.15,7,6,1,1
989,Roadbike,611,2018,GSX150,Blue,2021-12-24,114,2021,12,Dec,Friday,Suzuki,Standard,Canterbury,New Zealand,655000.0,14.72,3,Q4,0-5 years,0,1,100.76,5,3,4,1
990,Moped,617,2018,ROMA,Black,2021-11-23,102,2021,11,Nov,Tuesday,TNT Motor,Standard,Auckland,New Zealand,1695200.0,343.09,3,Q4,0-5 years,0,1,96.15,2,2,4,1
991,Roadbike,611,2018,GSX150,Black,2022-02-27,102,2022,2,Feb,Sunday,Suzuki,Standard,Auckland,New Zealand,1695200.0,343.09,4,Q1,0-5 years,0,1,96.15,7,5,1,1
992,Moped,585,2018,YIBEN,Red,2021-12-03,102,2021,12,Dec,Friday,Moped,Standard,Auckland,New Zealand,1695200.0,343.09,3,Q4,0-5 years,0,1,96.15,5,3,4,1
993,Moped,594,2013,ZIP,Red,2021-12-07,102,2021,12,Dec,Tuesday,Piaggio,Standard,Auckland,New Zealand,1695200.0,343.09,8,Q4,6-10 years,0,1,96.15,2,3,4,2
994,Moped,617,2019,ROMA,Black,2022-03-13,102,2022,3,Mar,Sunday,TNT Motor,Standard,Auckland,New Zealand,1695200.0,343.09,3,Q1,0-5 years,0,1,96.15,7,6,1,1
995,Roadbike,611,2019,GSX150,Black,2021-11-18,102,2021,11,Nov,Thursday,Suzuki,Standard,Auckland,New Zealand,1695200.0,343.09,2,Q4,0-5 years,0,1,96.15,4,2,4,1
996,Moped,617,2019,OTTO,Black,2022-03-24,102,2022,3,Mar,Thursday,TNT Motor,Standard,Auckland,New Zealand,1695200.0,343.09,3,Q1,0-5 years,0,1,96.15,4,6,1,1
997,Roadbike,611,2019,GSX150,Black,2022-03-09,102,2022,3,Mar,Wednesday,Suzuki,Standard,Auckland,New Zealand,1695200.0,343.09,3,Q1,0-5 years,0,1,96.15,3,6,1,1
998,Trailer,514,2003,8X4 TANDEM,Silver,2022-03-31,114,2022,3,Mar,Thursday,Briford,Standard,Canterbury,New Zealand,655000.0,14.72,19,Q1,11-20 years,0,0,100.76,4,6,1,3
999,Moped,541,2015,CICLONE,Red,2021-10-29,102,2021,10,Oct,Friday,Forza,Standard,Auckland,New Zealand,1695200.0,343.09,6,Q4,6-10 years,0,1,96.15,5,1,4,2
1000,Moped,617,2015,ROMA,White,2022-02-19,102,2022,2,Feb,Saturday,TNT Motor,Standard,Auckland,New Zealand,1695200.0,343.09,7,Q1,6-10 years,0,1,96.15,6,5,1,2
1001,Moped,550,1983,FC50 BEAT,Black,2022-01-04,114,2022,1,Jan,Tuesday,Honda,Standard,Canterbury,New Zealand,655000.0,14.72,39,Q1,20+ years,0,1,100.76,2,4,1,4
1002,Moped,594,2016,ZIP,Red,2022-04-03,102,2022,4,Apr,Sunday,Piaggio,Standard,Auckland,New Zealand,1695200.0,343.09,6,Q2,6-10 years,0,1,96.15,7,7,2,2
1003,Moped,617,2016,ROMA,Black,2021-10-29,102,2021,10,Oct,Friday,TNT Motor,Standard,Auckland,New Zealand,1695200.0,343.09,5,Q4,0-5 years,0,1,96.15,5,1,4,1
1004,Moped,611,2016,UZ50,Black,2021-12-17,104,2021,12,Dec,Friday,Suzuki,Standard,Bay of Plenty,New Zealand,347700.0,28.8,5,Q4,0-5 years,0,1,127.98,5,3,4,1
1005,Moped,585,2017,ZNEN,Black,2022-01-17,102,2022,1,Jan,Monday,Moped,Standard,Auckland,New Zealand,1695200.0,343.09,5,Q1,0-5 years,0,1,96.15,1,4,1,1
1006,Moped,638,2017,ZN50QT-50C,Black,2022-01-02,104,2022,1,Jan,Sunday,Znen,Standard,Bay of Plenty,New Zealand,347700.0,28.8,5,Q1,0-5 years,0,1,127.98,7,4,1,1
1007,Roadbike,636,2017,YZF,Black,2022-01-18,102,2022,1,Jan,Tuesday,Yamaha,Standard,Auckland,New Zealand,1695200.0,343.09,5,Q1,0-5 years,0,1,96.15,2,4,1,1
1008,Roadbike,625,2005,ROCKET III,Orange,2021-10-13,103,2021,10,Oct,Wednesday,Triumph,Standard,Waikato,New Zealand,513800.0,21.5,16,Q4,11-20 years,0,1,71.82,3,1,4,3
1009,Roadbike,611,2018,GSX250,Black,2021-11-24,103,2021,11,Nov,Wednesday,Suzuki,Standard,Waikato,New Zealand,513800.0,21.5,3,Q4,0-5 years,0,1,71.82,3,2,4,1
1010,Roadbike,561,2011,ZX,Green,2022-02-22,102,2022,2,Feb,Tuesday,Kawasaki,Standard,Auckland,New Zealand,1695200.0,343.09,11,Q1,11-20 years,0,1,96.15,2,5,1,3
1011,Moped,617,2018,ROMA,Red,2022-02-17,104,2022,2,Feb,Thursday,TNT Motor,Standard,Bay of Plenty,New Zealand,347700.0,28.8,4,Q1,0-5 years,0,1,127.98,4,5,1,1
1012,Moped,617,2018,ROMA,Black,2021-10-11,105,2021,10,Oct,Monday,TNT Motor,Standard,Gisborne,New Zealand,52100.0,6.21,3,Q4,0-5 years,0,1,335.89,1,1,4,1
1013,Roadbike,510,2018,BN251,Red,2022-01-14,102,2022,1,Jan,Friday,Benelli,Standard,Auckland,New Zealand,1695200.0,343.09,4,Q1,0-5 years,0,1,96.15,5,4,1,1
1014,Roadbike,611,2004,GN250,Black,2021-11-10,102,2021,11,Nov,Wednesday,Suzuki,Standard,Auckland,New Zealand,1695200.0,343.09,17,Q4,11-20 years,0,1,96.15,3,2,4,3
1015,Roadbike,550,1996,HORNET,Red,2022-02-08,102,2022,2,Feb,Tuesday,Honda,Standard,Auckland,New Zealand,1695200.0,343.09,26,Q1,20+ years,0,1,96.15,2,5,1,4
1016,Moped,566,2019,AGILITY,Red,2022-01-12,104,2022,1,Jan,Wednesday,Kymco,Standard,Bay of Plenty,New Zealand,347700.0,28.8,3,Q1,0-5 years,0,1,127.98,3,4,1,1
1017,Moped,550,2007,GIORNO CREA,Silver,2021-11-15,102,2021,11,Nov,Monday,Honda,Standard,Auckland,New Zealand,1695200.0,343.09,14,Q4,11-20 years,0,1,96.15,1,2,4,3
1018,Moped,505,2016,SR MOTARD,White,2022-04-01,109,2022,4,Apr,Friday,Aprilia,Standard,Wellington,New Zealand,543500.0,67.52,6,Q2,6-10 years,0,1,76.72,5,7,2,2
1019,Roadbike,545,2000,00 SOFTAIL,Black,2021-10-31,102,2021,10,Oct,Sunday,Harley Davidson,Standard,Auckland,New Zealand,1695200.0,343.09,21,Q4,20+ years,0,1,96.15,7,1,4,4
1020,Roadbike,611,2019,GSX150,Blue,2021-12-12,109,2021,12,Dec,Sunday,Suzuki,Standard,Wellington,New Zealand,543500.0,67.52,2,Q4,0-5 years,0,1,76.72,7,3,4,1
1021,Moped,541,2019,CICLONE,Black,2021-11-09,114,2021,11,Nov,Tuesday,Forza,Standard,Canterbury,New Zealand,655000.0,14.72,2,Q4,0-5 years,0,1,100.76,2,2,4,1
1022,Roadbike,550,2019,CB1000,Black,2022-03-17,102,2022,3,Mar,Thursday,Honda,Standard,Auckland,New Zealand,1695200.0,343.09,3,Q1,0-5 years,0,1,96.15,4,6,1,1
1023,Roadbike,611,2019,GSX150,Black,2022-03-29,101,2022,3,Mar,Tuesday,Suzuki,Standard,Northland,New Zealand,201500.0,16.11,3,Q1,0-5 years,0,1,116.13,2,6,1,1
1024,Stationwagon,587,1992,SAFARI,Grey,2021-10-19,114,2021,10,Oct,Tuesday,Nissan,Standard,Canterbury,New Zealand,655000.0,14.72,29,Q4,20+ years,0,0,100.76,2,1,4,4
1025,Utility,619,2002,HILUX,Brown,2021-10-08,104,2021,10,Oct,Friday,Toyota,Standard,Bay of Plenty,New Zealand,347700.0,28.8,19,Q4,11-20 years,0,0,127.98,5,1,4,3
1026,Light Van,619,1998,HIACE,White,2021-12-07,114,2021,12,Dec,Tuesday,Toyota,Standard,Canterbury,New Zealand,655000.0,14.72,23,Q4,20+ years,0,0,100.76,2,3,4,4
1027,Utility,540,2000,COURIER,Silver,2022-01-09,104,2022,1,Jan,Sunday,Ford,Standard,Bay of Plenty,New Zealand,347700.0,28.8,22,Q1,20+ years,0,0,127.98,7,4,1,4
1028,Stationwagon,580,1999,PAJERO,Silver,2022-02-10,102,2022,2,Feb,Thursday,Mitsubishi,Standard,Auckland,New Zealand,1695200.0,343.09,23,Q1,20+ years,0,0,96.15,4,5,1,4
1029,Hatchback,587,1995,PULSAR,Silver,2021-12-03,103,2021,12,Dec,Friday,Nissan,Standard,Waikato,New Zealand,513800.0,21.5,26,Q4,20+ years,0,0,71.82,5,3,4,4
1030,Saloon,587,1996,PULSAR,Silver,2022-02-05,103,2022,2,Feb,Saturday,Nissan,Standard,Waikato,New Zealand,513800.0,21.5,26,Q1,20+ years,0,0,71.82,6,5,1,4
1031,Stationwagon,580,1997,LEGNUM,Grey,2021-11-11,102,2021,11,Nov,Thursday,Mitsubishi,Standard,Auckland,New Zealand,1695200.0,343.09,24,Q4,20+ years,0,0,96.15,4,2,4,4
1032,Saloon,540,2003,FALCON,Blue,2022-03-15,104,2022,3,Mar,Tuesday,Ford,Standard,Bay of Plenty,New Zealand,347700.0,28.8,19,Q1,11-20 years,0,0,127.98,2,6,1,3
1033,Stationwagon,587,1998,TERRANO,Silver,2022-03-05,111,2022,3,Mar,Saturday,Nissan,Standard,Nelson,New Zealand,54500.0,129.15,24,Q1,20+ years,0,0,168.81,6,6,1,4
1034,Saloon,550,2003,ACCORD,Silver,2022-02-06,102,2022,2,Feb,Sunday,Honda,Standard,Auckland,New Zealand,1695200.0,343.09,19,Q1,11-20 years,0,0,96.15,7,5,1,3
1035,Utility,587,2003,NAVARA,Silver,2021-11-13,105,2021,11,Nov,Saturday,Nissan,Standard,Gisborne,New Zealand,52100.0,6.21,18,Q4,11-20 years,0,0,335.89,6,2,4,3
1036,Utility,540,2003,COURIER,Silver,2021-12-11,114,2021,12,Dec,Saturday,Ford,Standard,Canterbury,New Zealand,655000.0,14.72,18,Q4,11-20 years,0,0,100.76,6,3,4,3
1037,Saloon,576,1994,FAMILIA,Silver,2022-03-30,102,2022,3,Mar,Wednesday,Mazda,Standard,Auckland,New Zealand,1695200.0,343.09,28,Q1,20+ years,0,0,96.15,3,6,1,4
1038,Hatchback,587,1996,PULSAR,Silver,2022-01-10,108,2022,1,Jan,Monday,Nissan,Standard,Manawatū-Whanganui,New Zealand,258200.0,11.62,26,Q1,20+ years,0,0,53.83,1,4,1,4
1039,Utility,556,1991,RODEO,White,2022-03-09,106,2022,3,Mar,Wednesday,Isuzu,Standard,Hawke's Bay,New Zealand,182700.0,12.92,31,Q1,20+ years,0,0,54.73,3,6,1,4
1040,Stationwagon,619,1995,COROLLA,Green,2021-12-24,102,2021,12,Dec,Friday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,26,Q4,20+ years,0,0,96.15,5,3,4,4
1041,Hatchback,610,1995,IMPREZA,Silver,2021-10-18,108,2021,10,Oct,Monday,Subaru,Standard,Manawatū-Whanganui,New Zealand,258200.0,11.62,26,Q4,20+ years,0,0,53.83,1,1,4,4
1042,Light Bus,587,1989,CARAVAN,White,2022-03-17,114,2022,3,Mar,Thursday,Nissan,Standard,Canterbury,New Zealand,655000.0,14.72,33,Q1,20+ years,0,0,100.76,4,6,1,4
1043,Stationwagon,619,1994,RAV4,Green,2022-02-19,105,2022,2,Feb,Saturday,Toyota,Standard,Gisborne,New Zealand,52100.0,6.21,28,Q1,20+ years,0,0,335.89,6,5,1,4
1044,Stationwagon,619,1994,HILUX,Red,2021-11-04,114,2021,11,Nov,Thursday,Toyota,Standard,Canterbury,New Zealand,655000.0,14.72,27,Q4,20+ years,0,0,100.76,4,2,4,4
1045,Saloon,619,1996,TRUENO,Blue,2022-01-19,115,2022,1,Jan,Wednesday,Toyota,Standard,Otago,New Zealand,246000.0,7.89,26,Q1,20+ years,0,0,56.5,3,4,1,4
1046,Saloon,577,1999,E280,Silver,2022-02-21,103,2022,2,Feb,Monday,Mercedes-Benz,Luxury,Waikato,New Zealand,513800.0,21.5,23,Q1,20+ years,1,0,71.82,1,5,1,4
1047,Utility,580,2003,TRITON,Green,2022-01-29,101,2022,1,Jan,Saturday,Mitsubishi,Standard,Northland,New Zealand,201500.0,16.11,19,Q1,11-20 years,0,0,116.13,6,4,1,3
1048,Stationwagon,576,1997,DEMIO,White,2022-04-05,102,2022,4,Apr,Tuesday,Mazda,Standard,Auckland,New Zealand,1695200.0,343.09,25,Q2,20+ years,0,0,96.15,2,7,2,4
1049,Utility,540,2003,COURIER,White,2022-03-27,114,2022,3,Mar,Sunday,Ford,Standard,Canterbury,New Zealand,655000.0,14.72,19,Q1,11-20 years,0,0,100.76,7,6,1,3
1050,Light Van,555,2003,H100,White,2021-12-13,114,2021,12,Dec,Monday,Hyundai,Standard,Canterbury,New Zealand,655000.0,14.72,18,Q4,11-20 years,0,0,100.76,1,3,4,3
1051,Stationwagon,556,1997,BIGHORN,Green,2021-11-05,114,2021,11,Nov,Friday,Isuzu,Standard,Canterbury,New Zealand,655000.0,14.72,24,Q4,20+ years,0,0,100.76,5,2,4,4
1052,Stationwagon,619,1993,HILUX,Green,2021-11-11,114,2021,11,Nov,Thursday,Toyota,Standard,Canterbury,New Zealand,655000.0,14.72,28,Q4,20+ years,0,0,100.76,4,2,4,4
1053,Utility,619,2003,HILUX,Gold,2022-01-14,104,2022,1,Jan,Friday,Toyota,Standard,Bay of Plenty,New Zealand,347700.0,28.8,19,Q1,11-20 years,0,0,127.98,5,4,1,3
1054,Stationwagon,587,1996,TERRANO,Blue,2021-10-13,104,2021,10,Oct,Wednesday,Nissan,Standard,Bay of Plenty,New Zealand,347700.0,28.8,25,Q4,20+ years,0,0,127.98,3,1,4,4
1055,Stationwagon,580,2003,PAJERO,Silver,2021-11-08,104,2021,11,Nov,Monday,Mitsubishi,Standard,Bay of Plenty,New Zealand,347700.0,28.8,18,Q4,11-20 years,0,0,127.98,1,2,4,3
1056,Saloon,550,1997,PRELUDE,White,2022-03-04,102,2022,3,Mar,Friday,Honda,Standard,Auckland,New Zealand,1695200.0,343.09,25,Q1,20+ years,0,0,96.15,5,6,1,4
1057,Saloon,580,1997,GALANT,White,2021-10-15,109,2021,10,Oct,Friday,Mitsubishi,Standard,Wellington,New Zealand,543500.0,67.52,24,Q4,20+ years,0,0,76.72,5,1,4,4
1058,Hatchback,633,1998,GOLF,Silver,2022-03-13,109,2022,3,Mar,Sunday,Volkswagen,Standard,Wellington,New Zealand,543500.0,67.52,24,Q1,20+ years,0,0,76.72,7,6,1,4
1059,Saloon,619,1998,CERES,Silver,2022-04-03,102,2022,4,Apr,Sunday,Toyota,Standard,Auckland,New Zealand,1695200.0,343.09,24,Q2,20+ years,0,0,96.15,7,7,2,4
1060,Saloon,587,2003,MAXIMA,Green,2022-04-04,108,2022,4,Apr,Monday,Nissan,Standard,Manawatū-Whanganui,New Zealand,258200.0,11.62,19,Q2,11-20 years,0,0,53.83,1,7,2,3
1061,Saloon,580,2003,GALANT,Red,2021-12-14,103,2021,12,Dec,Tuesday,Mitsubishi,Standard,Waikato,New Zealand,513800.0,21.5,18,Q4,11-20 years,0,0,71.82,2,3,4,3
1062,Saloon,512,2007,325CI,White,2022-03-06,102,2022,3,Mar,Sunday,BMW,Luxury,Auckland,New Zealand,1695200.0,343.09,15,Q1,11-20 years,1,0,96.15,7,6,1,3
1063,Stationwagon,550,1996,ODYSSEY,Blue,2022-02-22,108,2022,2,Feb,Tuesday,Honda,Standard,Manawatū-Whanganui,New Zealand,258200.0,11.62,26,Q1,20+ years,0,0,53.83,2,5,1,4
1064,Hatchback,611,2003,ALTO,Gold,2022-02-23,114,2022,2,Feb,Wednesday,Suzuki,Standard,Canterbury,New Zealand,655000.0,14.72,19,Q1,11-20 years,0,0,100.76,3,5,1,3
1065,Utility,540,2003,COURIER,White,2021-12-13,102,2021,12,Dec,Monday,Ford,Standard,Auckland,New Zealand,1695200.0,343.09,18,Q4,11-20 years,0,0,96.15,1,3,4,3
1066,Stationwagon,610,2001,IMPREZA,White,2021-10-13,102,2021,10,Oct,Wednesday,Subaru,Standard,Auckland,New Zealand,1695200.0,343.09,20,Q4,11-20 years,0,0,96.15,3,1,4,3
1067,Saloon,619,1996,CORONA,Blue,2022-03-06,101,2022,3,Mar,Sunday,Toyota,Standard,Northland,New Zealand,201500.0,16.11,26,Q1,20+ years,0,0,116.13,7,6,1,4
